id,recency,frequency,monetary,tenure,returns,channel_online
C02307,137,4,3880,62,0,0.36
C04728,127,2,820,30,1,0.53
C04362,0,11,935,68,0,0
C05369,61,1,207,2,0,0.58
C03273,24,10,251,81,0,0.03
C04364,27,11,543,51,0,0
C04391,13,15,932,35,0,0.13
C03081,226,6,1368,50,0,0.38
C03012,243,1,1527,39,0,0.55
C04440,26,10,119,29,3,0.99
C05644,16,12,1117,55,0,0
C03880,122,2,4142,13,0,0.27
C01938,64,2,149,7,0,0.46
C00331,26,13,744,43,2,0.16
C02113,283,2,626,37,0,0.32
C05992,229,5,1947,82,0,0.32
C05861,43,11,947,77,1,0
C02942,27,16,367,13,1,0.83
C00417,25,1,80,3,0,0.48
C03125,28,14,841,44,3,0
C01498,10,9,428,42,0,0
C01936,11,1,158,6,0,0.54
C00313,47,1,139,2,0,0.42
C01901,26,7,439,43,3,1
C02281,24,10,536,47,3,0.25
C01464,36,4,163,2,0,0.4
C01418,17,4,344,4,0,0.7
C00543,13,10,1177,59,2,0.31
C00257,21,12,1192,83,1,0.12
C05816,44,10,547,52,1,0.24
C03548,30,8,888,61,0,0.03
C00700,254,4,2944,41,0,0.24
C03111,31,10,663,55,1,0.25
C05279,41,3,261,5,0,0.42
C02788,9,13,369,7,0,1
C01096,161,1,1207,49,0,0.38
C00987,27,10,563,66,0,0.18
C03396,20,13,173,21,1,0.86
C00108,55,10,326,41,6,0.85
C02929,26,10,709,75,0,0.27
C01483,14,11,252,49,0,0
C03521,0,5,567,29,0,0.25
C05905,10,12,401,23,0,1
C04938,40,10,793,56,0,0.21
C01177,12,11,709,53,0,0.01
C02532,25,11,569,68,3,0
C02246,264,1,1250,59,0,0
C01605,22,8,499,66,2,0.1
C00047,20,3,176,8,0,0.59
C04983,38,9,736,60,2,0.12
C01371,233,4,992,73,0,0.44
C00846,25,16,382,39,3,1
C01749,25,9,689,41,1,0.08
C03319,44,12,638,39,5,0.84
C02955,36,11,676,38,0,0.19
C00712,33,2,162,4,1,0.62
C05539,29,9,716,51,1,0.04
C05792,36,17,193,42,1,0.63
C02819,0,11,1103,41,1,0.21
C03260,19,17,471,21,2,0.87
C04354,62,3,134,3,0,0.69
C01547,343,4,587,47,0,0.21
C04009,280,4,2183,27,0,0.32
C00497,53,3,143,2,0,0.57
C03225,40,11,777,69,1,0.16
C05976,45,15,450,31,0,0.92
C05399,151,4,4118,91,0,0.38
C00136,197,4,1766,14,1,0.36
C02007,283,2,2257,47,0,0.22
C01537,4,3,206,3,1,0.56
C00463,5,15,203,33,3,0.9
C04253,43,12,413,31,1,0.24
C05517,33,23,200,30,0,0.99
C01820,47,4,384,63,1,0.11
C02545,37,3,184,5,1,0.75
C01622,56,14,803,57,3,0
C04082,26,3,203,5,0,0.44
C05351,42,7,474,66,1,0.06
C02793,41,10,997,78,2,0.19
C03475,37,11,133,35,3,0.97
C01350,70,5,229,2,0,0.3
C00757,45,9,608,59,1,0.14
C03919,9,15,519,55,1,0
C02461,29,9,647,33,1,0.27
C01380,32,19,211,28,2,0.89
C05865,48,9,302,18,6,0.91
C05576,39,7,272,12,4,0.84
C03961,39,6,123,1,0,0.47
C01524,13,6,1311,75,0,0.02
C00290,0,5,176,5,0,0.65
C01045,67,12,749,46,2,0.07
C01880,0,4,234,6,1,0.52
C01663,55,12,971,78,2,0.17
C05931,199,1,2740,64,0,0.49
C04023,12,14,2227,110,1,0.05
C00616,15,26,201,16,0,0.87
C00796,240,4,2638,75,0,0.24
C01865,16,8,698,54,1,0.03
C02764,52,10,323,63,0,0
C03923,14,18,215,29,1,0.89
C01611,42,12,3866,45,1,0.1
C01614,27,10,501,69,0,0.13
C04973,33,6,646,53,1,0.26
C00002,49,9,652,71,1,0.05
C02357,26,7,699,68,0,0.13
C01775,27,13,945,74,0,0.23
C02466,37,11,1290,88,2,0.08
C04914,22,13,770,82,1,0.11
C01962,7,13,785,40,0,0
C01448,37,13,276,89,1,0.01
C01676,30,11,707,46,0,0
C04864,16,18,348,36,3,1
C00265,53,3,112,5,1,0.53
C00097,0,1,417,5,1,0.55
C04691,20,12,335,14,2,0.74
C01175,83,4,879,59,0,0.43
C02676,10,8,263,65,0,0
C03288,23,13,290,27,1,0.94
C04299,32,13,896,58,0,0
C04671,17,10,653,53,0,0.04
C00814,54,16,1783,18,0,0.08
C03907,293,5,1957,58,0,0.38
C01539,40,14,1317,75,1,0.05
C05325,83,3,159,1,0,0.34
C05828,15,10,571,33,0,0.33
C03629,32,10,300,24,4,1
C02319,42,13,475,105,0,0.13
C05735,32,5,117,5,0,0.52
C01699,23,6,803,68,0,0.1
C05589,18,16,581,60,1,0.4
C04300,302,4,1404,58,0,0.7
C01201,51,14,464,66,2,0
C04981,48,3,104,6,0,0.62
C05052,230,2,387,47,0,0.26
C05155,17,4,237,4,0,0.29
C04305,47,5,720,62,1,0.16
C02352,14,11,489,49,2,1
C03640,55,14,301,58,0,0.09
C04647,20,7,645,67,0,0.08
C03023,36,2,224,2,0,0.59
C04611,8,12,1043,45,1,0.18
C02320,42,5,223,3,0,0.61
C02160,23,9,158,16,1,0.97
C01790,258,3,2286,54,0,0.31
C01228,27,6,1132,55,1,0.12
C05798,17,11,428,68,1,0.04
C03116,32,17,256,52,1,0.87
C03101,13,2,231,3,0,0.39
C04385,17,11,164,37,0,1
C00524,5,11,454,61,0,0.04
C04095,34,9,770,51,1,0.1
C00962,69,4,143,5,0,0.62
C02728,174,4,2027,43,1,0.2
C00020,39,2,378,4,0,0.8
C00550,26,13,388,84,1,0.29
C05477,37,3,163,7,0,0.7
C04514,36,7,1033,14,0,0.11
C04531,57,1,76,2,1,0.61
C04202,32,9,371,15,1,1
C04708,3,12,1823,46,0,0.24
C04798,43,4,276,5,0,0.72
C01684,208,2,2423,66,2,0.26
C02551,34,7,210,31,1,1
C05392,44,12,723,95,1,0.16
C05340,13,14,289,23,3,0.95
C03477,60,13,820,74,0,0
C01645,25,10,308,68,0,0
C05841,39,6,117,2,2,0.69
C05365,22,9,786,22,2,0.79
C05048,24,5,72,8,0,0.76
C00934,48,5,315,4,0,0.44
C02978,210,6,2817,45,1,0.29
C01094,49,12,1137,64,1,0.17
C05672,14,4,357,3,1,0.65
C03041,35,12,1206,79,0,0.11
C05154,215,3,817,70,0,0.39
C03684,24,6,853,33,0,0.19
C04184,257,2,1794,56,0,0.45
C03350,33,13,616,50,0,0
C03309,65,3,112,2,1,0.48
C01700,25,8,726,26,1,0.13
C04484,35,11,426,22,2,1
C01083,156,3,2953,62,0,0.45
C03381,33,14,135,34,4,0.95
C05496,19,12,664,53,0,0.06
C03971,33,12,524,49,2,0
C04600,13,12,912,58,0,0
C03639,12,8,1236,56,0,0.17
C00048,43,3,321,6,1,0.63
C00119,51,11,357,65,0,0.21
C04948,16,12,600,72,0,0.3
C02265,50,6,294,4,0,0.58
C03371,317,6,1767,72,0,0.59
C04596,0,13,1377,65,1,0.14
C03242,243,2,1224,44,1,0.26
C02908,46,9,420,38,4,0.99
C00237,21,9,786,92,0,0.08
C04107,37,16,462,40,2,0.82
C02566,5,9,1149,36,1,0.31
C03777,80,10,733,73,0,0.27
C00673,284,2,2894,31,0,0.39
C03388,43,2,160,7,0,0.43
C03608,18,15,991,21,0,0.27
C01306,20,11,1000,38,0,0.05
C00506,17,18,139,32,1,0.85
C03721,29,12,146,47,1,0.73
C05964,42,14,415,82,0,0.06
C04753,27,2,188,2,2,0.6
C01490,13,7,828,47,1,0.06
C01836,224,2,863,24,0,0.4
C02217,5,9,889,52,1,0.27
C01876,32,12,882,64,3,0.27
C03755,18,13,345,31,1,1
C04497,40,11,1914,81,2,0.23
C04795,21,21,129,24,1,0.85
C01715,24,9,1068,51,1,0.22
C04922,30,15,164,34,0,1
C03147,19,8,535,56,0,0
C03962,34,3,310,4,0,0.48
C01683,24,7,658,31,1,0.17
C04817,7,5,136,2,0,0.58
C04604,48,8,947,47,1,0
C05129,33,1,133,5,0,0.56
C01667,210,3,1430,26,0,0.09
C00610,27,13,239,20,3,0.99
C01259,20,3,140,2,0,0.45
C02242,30,8,1124,75,1,0
C05949,158,1,839,54,1,0.33
C05375,12,13,798,82,0,0
C01064,17,2,104,6,0,0.55
C05832,286,5,4277,4,1,0.6
C05929,18,11,676,30,0,0
C04212,43,18,618,74,0,0
C01246,26,9,941,50,1,0.05
C00201,32,12,226,42,1,1
C02974,164,3,1299,28,0,0.35
C00772,214,4,428,39,0,0.48
C03835,35,4,179,7,1,0.38
C02906,36,9,1650,74,2,0.06
C03804,12,4,323,6,0,0.35
C02686,199,3,1360,35,0,0.52
C05593,39,16,245,25,4,1
C02811,200,2,3056,34,0,0.56
C00042,7,7,1168,65,0,0.08
C02605,142,4,1173,24,0,0.43
C00230,31,6,217,6,0,0.7
C04307,24,1,214,5,1,0.44
C00014,43,15,1008,72,0,0.25
C00546,16,14,834,50,1,0.09
C03840,22,15,180,10,2,0.94
C05389,212,6,3765,48,0,0.41
C05863,271,5,1782,20,0,0.48
C02777,37,12,471,50,0,0.23
C02578,222,5,1322,69,0,0.53
C02766,38,1,305,5,0,0.53
C01486,45,7,490,78,1,0.09
C00597,0,4,184,4,1,0.65
C03857,30,15,478,65,0,0
C04468,40,10,595,41,1,0.14
C05352,28,13,293,14,1,0.9
C04038,38,14,642,74,0,0.13
C03884,202,2,3776,60,0,0.35
C04134,38,7,503,3,0,0.48
C04118,27,13,686,68,0,0
C01065,15,12,149,19,1,0.96
C04090,211,3,749,52,0,0.31
C04155,35,9,990,58,0,0.3
C03678,40,9,708,52,0,0.08
C00407,12,2,137,3,0,0.47
C03610,34,9,710,64,0,0.06
C03270,39,14,750,55,0,0.05
C03004,48,13,864,57,2,0.11
C02299,56,2,295,7,0,0.66
C05075,135,1,1521,67,0,0.47
C00147,33,14,705,32,0,0.05
C04925,217,3,2153,41,0,0.52
C02584,24,14,865,44,1,0.08
C04396,59,11,387,48,1,0.04
C04858,44,16,305,20,2,0.88
C00338,64,4,166,6,0,0.55
C03796,48,2,204,3,1,0.39
C00851,45,3,172,5,0,0.48
C01937,56,5,221,3,0,0.58
C04883,40,15,431,12,1,0.91
C06000,25,19,470,23,2,1
C01275,33,9,1099,37,3,0.25
C04682,68,2,260,3,0,0.55
C00701,19,2,151,4,0,0.46
C00667,192,4,933,59,0,0.42
C01108,41,3,274,6,0,0.5
C01260,295,1,2015,48,0,0.27
C00680,11,16,321,33,1,0.76
C04659,297,2,1306,50,1,0.44
C04843,36,8,1254,28,0,0.19
C03673,17,9,384,37,6,0.75
C02141,16,11,379,25,1,0.21
C02380,253,1,872,50,1,0.43
C05406,40,15,352,68,0,0.02
C00922,15,12,566,99,0,0
C03243,14,12,857,87,0,0
C04025,37,2,255,4,1,0.46
C04406,30,7,1254,61,1,0.09
C03789,35,9,181,12,2,0.84
C01313,270,1,470,20,0,0.19
C02131,23,9,515,60,1,0.13
C04721,32,12,741,37,1,0.12
C00240,18,7,735,76,1,0.07
C00007,3,5,481,34,0,0.23
C01461,21,6,411,33,0,0.76
C05212,57,10,577,77,2,0.22
C04677,24,8,365,43,0,0.05
C02751,31,13,342,61,2,1
C03420,265,3,1505,58,0,0.3
C05476,192,1,2931,61,0,0.43
C02807,13,3,1370,38,0,0.55
C03185,157,3,491,45,1,0.34
C05925,24,1,205,5,1,0.61
C05806,150,1,2591,78,0,0.41
C03486,3,22,430,21,0,1
C00763,33,1,155,3,0,0.54
C05107,42,12,917,23,0,0.31
C03765,21,17,322,31,2,0.92
C01185,213,4,2591,36,1,0.36
C01718,26,11,746,44,2,0.99
C05026,34,7,603,51,1,0.17
C02362,13,5,492,2,0,0.39
C01698,145,4,732,64,1,0.35
C04503,17,12,135,52,0,0.91
C04717,36,5,451,22,4,0.96
C05582,15,10,699,61,2,0.09
C02814,61,1,429,5,1,0.48
C01782,26,13,522,53,1,0.12
C04447,22,12,322,39,1,0.9
C00301,49,12,551,80,2,0.24
C02962,165,4,2674,54,0,0.31
C02302,22,15,365,51,4,0.96
C01039,21,18,190,39,2,0.83
C00359,37,14,563,89,0,0.17
C03194,26,12,417,45,1,0.27
C02712,49,2,337,5,3,0.58
C03026,22,12,522,50,3,0.1
C01377,26,14,225,19,4,1
C04164,40,10,623,73,1,0.07
C00823,51,14,833,49,0,0.07
C01844,25,1,164,8,0,0.45
C01540,43,2,115,5,0,0.43
C05372,29,14,794,48,1,0.05
C05504,37,12,203,48,1,1
C00516,169,3,2696,64,0,0.19
C04880,25,13,160,22,5,0.65
C05742,6,12,762,58,1,0
C05445,18,12,290,35,1,1
C00475,18,18,382,29,3,0.82
C02066,28,12,399,85,0,0.16
C04200,33,3,185,5,0,0.55
C00414,21,14,308,52,0,0.07
C02419,41,15,204,37,0,0.79
C03253,16,19,223,38,1,0.93
C05124,19,15,509,69,2,0.07
C00511,273,3,1954,53,0,0.49
C03753,17,13,414,21,3,0.84
C01184,193,3,756,44,0,0.29
C00916,36,12,704,77,1,0
C01178,24,10,114,32,1,1
C00205,224,1,1458,33,0,0.05
C04019,38,13,665,36,1,0.75
C02724,30,10,441,83,0,0.11
C00353,245,2,2027,21,0,0.34
C05241,175,2,2166,57,1,0.56
C02823,27,24,323,27,3,1
C03182,15,11,790,65,0,0.05
C04172,37,3,1123,76,1,0.13
C05264,36,12,798,77,0,0.1
C05381,28,8,633,40,1,0
C01370,58,2,204,5,0,0.53
C04784,164,3,1148,52,1,0.14
C01474,212,5,612,15,0,0.28
C03556,336,2,991,60,0,0.28
C00651,32,13,741,18,2,0.81
C04281,175,2,814,71,0,0.2
C02603,266,3,2003,78,0,0.35
C05676,274,5,871,20,0,0.51
C05610,278,1,2401,69,0,0.39
C00945,32,3,207,5,1,0.55
C00080,67,2,177,5,0,0.45
C05641,49,10,430,84,0,0.04
C00565,27,11,457,86,0,0.13
C05452,19,12,275,47,4,0.97
C03047,25,2,183,4,0,0.52
C05673,276,2,2208,30,0,0.31
C02291,24,5,268,30,3,0.75
C00539,292,2,1016,61,0,0.34
C04094,8,2,874,55,0,0.13
C03033,258,4,1132,24,1,0.25
C01641,49,3,409,4,1,0.41
C01723,296,4,1459,21,0,0.39
C05001,21,14,118,27,6,0.8
C03596,30,12,248,22,0,1
C04395,33,5,148,1,1,0.62
C01169,38,13,760,37,2,0
C03960,40,8,1753,41,0,0.06
C02537,2,14,734,79,0,0.14
C02573,3,13,489,50,1,0.28
C02290,232,3,2330,24,0,0.49
C01990,10,15,280,25,2,0.78
C04582,1,15,200,33,1,0.99
C02479,17,5,279,8,1,1
C05222,223,4,937,46,1,0.34
C04614,11,15,293,48,3,0.8
C04076,347,3,1351,35,1,0.38
C04086,58,1,138,2,0,0.54
C00718,20,8,414,29,3,0.81
C00909,51,3,458,7,0,0.52
C03150,14,12,678,64,0,0.07
C03148,28,9,544,80,1,0
C01707,217,2,894,61,0,0.32
C03152,230,1,2031,57,1,0.16
C03997,22,15,196,36,2,0.9
C04337,37,18,505,56,1,0.13
C02282,26,19,373,34,4,0.84
C02997,10,6,918,99,0,0.07
C03999,204,4,1976,60,0,0.2
C02992,12,11,640,64,0,0
C05276,33,9,417,81,0,0.09
C02707,0,15,657,56,0,0
C02922,45,3,153,3,0,0.53
C02057,210,6,2661,59,0,0.31
C00668,45,3,126,5,0,0.49
C03132,24,7,162,38,1,0.97
C04150,151,4,4461,73,0,0.11
C01140,60,4,146,1,0,0.41
C04998,13,10,992,63,0,0.19
C02030,51,5,324,6,0,0.5
C02455,46,3,85,6,1,0.77
C01897,29,12,294,24,2,0.7
C00256,43,10,842,28,1,0
C03998,2,11,471,84,0,0.02
C05544,16,11,464,12,3,0.86
C00807,118,1,3929,49,0,0.32
C01404,37,7,604,43,0,0.14
C04838,39,16,372,27,3,0.83
C02622,28,9,371,85,0,0.23
C04255,47,1,146,5,0,0.32
C05775,131,3,2161,59,0,0.19
C04044,38,4,305,7,0,0.68
C05961,18,15,205,33,3,0.71
C04013,0,2,94,4,0,0.59
C02463,29,16,228,24,2,1
C05664,28,12,1011,76,0,0.19
C00744,17,16,264,57,1,0.13
C02491,231,2,2302,46,1,0.36
C05855,26,9,617,82,0,0.27
C02973,13,7,234,38,4,0.81
C02549,45,19,215,46,2,0.9
C03801,12,7,488,60,1,0.1
C01440,12,11,398,59,0,0
C05022,48,7,842,45,0,0
C05251,48,3,278,1,0,0.64
C00224,0,2,325,3,0,0.42
C03558,29,16,265,6,4,0.96
C01703,37,5,191,5,0,0.46
C00629,49,17,895,80,0,0
C00438,28,14,114,42,0,0.78
C05195,51,12,1295,41,5,0.12
C00118,59,1,220,3,0,0.38
C05053,165,3,1719,26,0,0.4
C01510,218,4,779,55,0,0.41
C02746,66,4,687,85,2,0.15
C05497,249,4,1131,54,0,0.39
C04332,34,10,696,41,0,0.19
C00784,30,13,959,75,0,0.02
C04878,13,10,480,74,1,0.28
C04146,40,18,197,36,0,0.98
C01628,42,8,1030,77,2,0
C05895,39,8,559,22,1,0.11
C02761,0,4,272,1,0,0.64
C02753,248,1,2678,82,1,0.38
C00050,21,12,308,30,0,1
C05488,20,13,230,18,3,0.79
C04591,64,2,237,4,1,0.54
C00410,20,15,340,19,1,0.97
C00620,29,21,422,17,3,1
C00439,46,5,1264,71,0,0.08
C02655,36,3,425,8,1,0.54
C04835,33,10,462,87,0,0.12
C04676,16,10,853,60,1,0.18
C04438,15,12,874,53,1,0.08
C00803,35,3,178,7,0,0.79
C04942,104,2,1025,57,1,0.25
C01817,37,15,226,41,4,0.81
C04512,0,2,227,2,0,0.69
C01056,28,18,241,29,0,0.92
C00594,38,11,759,61,1,0.07
C03646,47,11,565,16,1,0.14
C01141,226,1,2600,32,0,0.34
C03280,35,13,283,51,4,0.88
C00842,42,18,258,34,2,0.96
C05371,179,2,866,41,0,0.27
C01780,19,12,2133,41,0,0.09
C00891,17,12,416,12,0,1
C03060,19,13,448,30,1,0.74
C05487,24,11,1796,67,2,0
C01392,24,17,372,30,2,0.78
C03139,0,17,120,49,2,0.79
C01042,23,18,188,30,4,1
C03497,41,18,242,15,1,0.9
C01143,36,11,758,50,2,0.02
C03681,156,3,3737,43,0,0.31
C00956,17,4,161,6,0,0.79
C05344,33,2,311,1,0,0.69
C00719,43,13,488,56,1,0.24
C04559,28,1,211,6,0,0.62
C05014,244,4,2263,67,0,0.31
C02009,48,10,363,72,0,0.24
C05842,28,11,257,66,0,0.12
C02651,12,2,214,2,0,0.6
C05525,16,12,387,63,2,0.3
C00215,21,13,595,62,0,0.03
C05468,307,4,1316,27,0,0.32
C01672,36,2,525,3,0,0.54
C01314,16,14,171,28,2,1
C02359,39,15,553,58,0,0.02
C05013,71,2,2286,41,0,0.29
C02609,236,4,985,52,0,0.23
C01473,30,4,231,1,0,0.62
C01494,19,10,358,72,1,0.15
C05867,300,2,999,52,0,0.27
C02569,57,12,1332,50,1,0.09
C00980,10,13,397,70,0,0.1
C04547,26,10,887,58,0,0.11
C05564,16,13,222,32,2,0.84
C00596,30,8,1032,60,3,0.27
C01553,18,13,617,44,2,0.04
C05421,45,2,197,6,1,0.52
C00972,86,3,205,4,0,0.67
C05300,23,5,245,5,0,0.57
C05959,39,12,2248,72,1,0.3
C04379,47,8,530,57,2,0
C03972,29,12,248,29,2,1
C05167,19,4,298,5,1,0.61
C05204,208,3,935,9,0,0.67
C03553,12,7,757,76,0,0.05
C03981,333,2,1497,65,0,0.22
C00646,22,13,160,45,0,1
C02008,185,3,1519,36,0,0.22
C05878,10,2,226,3,0,0.29
C03411,248,1,1867,34,0,0.46
C03285,112,5,3148,42,0,0.21
C01158,25,4,71,2,0,0.6
C02261,249,4,1240,79,0,0.52
C03330,33,10,223,49,1,0.89
C03086,37,9,651,32,0,0.18
C04037,16,15,1129,87,2,0.25
C03595,44,10,512,49,0,0.06
C03098,16,13,216,51,4,1
